project_name,proponent,region,province,municipalities,project_type,power_mw,status,source,url,updated_at
"Provvedimento Autorizzatorio Unico Regionale n° G16382 del 25/11/2022 Determinazione n. G08808 del 07/07/2022 - Favorevole con prescrizioni Realizzazione di un impianto FV potenza 13341,18 KWp in loc. V. del Genio Civile denominato Aprilia 2",NEW SOLAR 3 SRL,Lazio,Latina,Aprilia,VIA,13.34118,positivo,lazio,https://regionelazio.app.box.com/v/VIA-077-2020,2026-04-26T15:17:39.653961
"Determinazione n°G00680 del 26/01/2021 - Archiviato Realizzazione impianto FV Sezze 3 da 10,0079 MWp in loc. Via del Pesce snc",SEZZE 3 SRL,Lazio,Latina,Sezze,VERIFICA,10.0079,archiviato,lazio,https://regionelazio.app.box.com/v/VIA-126-2020,2026-04-26T15:17:39.666441
Impianto FER fotovoltaico - Comune di Francavilla Fontana (BR) - 17.37 MW,,Puglia,BR,Francavilla Fontana,Puglia VIA FER - fotovoltaico,17.37,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.429035
Impianto FER agrivoltaico - Comune di Lesina (FG) - 111.13 MW,,Puglia,FG,Lesina,Puglia VIA FER - agrivoltaico,111.13,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.458163
"Progetto per la costruzione e l'esercizio di un impianto fotovoltaico denominato ""Quarata"" di potenza nominale pari a 31.902,5 KWp comprensivo del collegamento alla RTN, da realizzare in Loc. Quarata, nel Comune di Arezzo",Quarry PV S.r.l.,Toscana,AR,AREZZO,Valutazione Impatto Ambientale (PNIEC-PNRR),31.9025,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11543,2026-04-26T15:20:04.694651
Impianto FER agrivoltaico - Comune di Ascoli Satriano (FG) - 30.04 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - agrivoltaico,30.04,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.460193
Impianto FER agrivoltaico - Comune di Gravina in Puglia (BA) - 39.19 MW,,Puglia,BA,Gravina in Puglia,Puglia VIA FER - agrivoltaico,39.19,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.474595
Impianto FER agrivoltaico - Comune di Statte - Taranto (TA) - 16.483 MW,,Puglia,TA,Statte - Taranto,Puglia VIA FER - agrivoltaico,16.483,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.589744
Provvedimento Autorizzatorio Unico Regionale n° G00532 del 22/01/20120 Favorevole con Prescrizioni - Impianto fotovoltaico a terra della potenza di 73 MWp connesso alla RTN in loc. Casale Mazzocchio Determinazione G18674 del 27/12/2019 - Favorevole con Prescrizioni,SOLAR ITALY 6 SRL,Lazio,Latina,Pontinia,VIA,73.0,positivo,lazio,https://regionelazio.app.box.com/v/VIA-017-2019,2026-04-26T15:17:39.779404
"Realizzazione impianto fotovoltaico a terra potenza 21,504 MWp in loc. Casalino - Determinazione n°G12653 del 30/10/2020 Favorevole con prescrizioni - Provvedimento Autorizzatorio Unico Regionale n° G04722 del 27/04/2021 - Favorevole con prescrizioni",LIMES 2 SRL,Lazio,Viterbo,Tuscania,VIA,21.504,positivo,lazio,https://regionelazio.app.box.com/v/075-2018,2026-04-26T15:17:39.792621
"IMPIANTO FOTOVOLTAICO COMUNE DI MARSALA (TP) POT. NOM. 23,8488 MW",SOLANING 1 SRL,Sicilia,TP,"MARSALA, DI MARSALA",V.I.A. (art.23 - 27bis),23.8488,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1257&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.461284
Impianto FER agrivoltaico - Comune di Monteiasi (TA) - 17.41 MW,,Puglia,TA,Monteiasi,Puglia VIA FER - agrivoltaico,17.41,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.218831
"Progetto di un impianto fotovoltaico di potenza pari a 41,71 MW denominato ""Airone-Besi"", includente un impianto per l'accumulo elettrochimico dell'energia elettrica BESS (BATTERY ENERGY STORAGE SYSTEM) da 145 MW e delle relative opere di connessione alla RTN, da realizzarsi nei comuni di Castelvetrano (TP) e Santa Ninfa (TP).",FRV ITALIA S.r.l.,Sicilia,TP,CASTELVETRANO,Valutazione Impatto Ambientale (PNIEC-PNRR),41.71,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11523,2026-04-26T15:20:04.696557
Impianto FER agrivoltaico - Comune di Foggia (FG) - 33.406 MW,,Puglia,FG,Foggia,Puglia VIA FER - agrivoltaico,33.406,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.478312
"REALIZZAZIONE ED ESERCIZIO DI UN IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 3000 KWP E DI TUTTE LE RELATIVE OPERE CONNESSE ED INFRASTRUTTURE, DA REALIZZARSI NEL COMUNE DI PIAZZA ARMERINA (EN), C/DA CAMEMI, DISTINTO AL CATASTO TERRENI AL FOGLIO 216 PARTICELLE",EDERA SOL SRL,Sicilia,EN,"PIAZZA ARMERINA, DI PIAZZA ARMERINA",Verifica di Assoggettabilita a VIA (art.19),3.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=185&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.166693
"26/01/2024 - REALIZZAZIONE DI UN PARCO AGRIVOLTAICO PER LA PRODUZIONE DI ENERGIA ELETTRICA, CON POTENZA NOMINALE PARI A 6,004 MW, alla Località Santa Croce DELLE OPERE CONNESSE E DELLE INFRASTRUTTURE INDISPENSABILI.",Tombelle srl,Lazio,Frosinone,Pignataro Interamna,VERIFICA,6.004,,lazio,https://regionelazio.app.box.com/v/VIA-015-2024,2026-04-26T15:17:39.390296
Realizzazione Impianto FV da 15 MWp in loc. Giannettoli connesso nel,ELLOMAY SOLAR ITALY FOUR SRL,Lazio,,di Cisterna di Latina (LT) Scarica Elaborati Progettuali Responsabile : Paola Pelone Tipologia : VIA Email : ppelone@regione.lazio.it - Telefono : 651689369 Proponente : ELLOMAY SOLAR ITALY FOUR SRL Comune : 422,VIA,15.0,,lazio,https://regionelazio.box.com/v/VIA-085-2020,2026-04-26T15:17:39.675675
Impianto FER agrivoltaico - Comune di San Giovanni Rotondo (FG) - 55 MW,,Puglia,FG,San Giovanni Rotondo,Puglia VIA FER - agrivoltaico,55.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.483251
Provvedimento Autorizzatorio Unico Regionale n° G07411 del 31/05/2019 Favorevole con Prescrizioni Impianto fotovoltaico a terra della potenza di circa 90 MWp connesso alla RTN in loc. Campomorto - Determinazione n. G06920 del 22/05/2019 Favorevole con prescrizioni,CFR S.R.L.,Lazio,Viterbo,Montalto di Castro,VIA,90.0,positivo,lazio,https://regionelazio.box.com/v/051-2018,2026-04-26T15:17:39.808060
"Progetto di un impianto fotovoltaico denominato ""BRINDISI SUD HV"" di potenza nominale pari a 41,06 MWp ed opere di connessione alla RTN, da realizzarsi nel Comune di Brindisi (BR) in località Tuturano.",HF SOLAR 20 SOCIETA' A RESPONSABILITA' LIMITATA,Puglia,BR,BRINDISI,Valutazione Impatto Ambientale (PNIEC-PNRR),41.06,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11492,2026-04-26T15:20:04.698404
"IMPIANTO FOTOVOLTAICO DENOMINATO \POZZILLO FV PRIMO STRALCIO\"" DELLA POTENZA COMPLESSIVA DI 16,393 MWP""",WILLIAM WEST 2 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),16.393,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=128&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.174048
"IMPIANTO FOTOVOLTAICO DA 130 MW DENOMINATO \GRECALE\"" IN MAZARA DEL VALLO (TP).""",ALTA CAPITAL 1 S.R.L.,Sicilia,TP,,V.I.A. (art.23 - 27bis),130.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1032&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.381729
Impianto FER fotovoltaico - Comune di Ascoli Satriano (FG) - 60.152 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - fotovoltaico,60.152,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.494246
Impianto FER agrivoltaico - Comune di Brindisi (BR) - 27.308 MW,,Puglia,BR,Brindisi,Puglia VIA FER - agrivoltaico,27.308,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.500917
Impianto FER agrivoltaico - Comune di Soleto (LE) - 33.57 MW,,Puglia,LE,Soleto,Puglia VIA FER - agrivoltaico,33.57,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.558496
"Realizzazione impianto fotovoltaico a terra connesso alla rete elettrica di distribuzione della potenza di 6090,975 kwp tra via Migliara 48 SX e Strada del Quartaccio. Determinazione n° G01761 del 19/02/2021 - Escluso dal procedimento di Via con prescrizioni Determinazione n° G04322 dell’01/04/2026 – Proroga Favorevole",PONTINIA B FOTOVOLTAICO SRL,Lazio,Latina,Pontinia,VERIFICA,6.090975,positivo,lazio,https://regionelazio.app.box.com/v/VIA-118-2020,2026-04-26T15:17:39.679499
Impianto FER fotovoltaico - Comune di Deliceto (FG) - 134.904 MW,,Puglia,FG,Deliceto,Puglia VIA FER - fotovoltaico,134.904,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.357890
Impianto FER agrivoltaico - Comune di Galatina (LE) - 54.4 MW,,Puglia,LE,Galatina,Puglia VIA FER - agrivoltaico,54.4,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.361217
"PROGETTO PER LE REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 7,5 MW",MTS1 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),7.5,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=170&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.183772
"Realizzazione impianto FV della potenza di 4718,70 KWp in loc. Via Pontina - Determinazione n°G06017 del 21/05/2021 Escluso dal procedimento di Via con prescrizioni",LATINA B FOTOVOLTAICO SRL,Lazio,Latina,Latina,VERIFICA,4.7187,,lazio,https://regionelazio.app.box.com/v/VIA-112-2020,2026-04-26T15:17:39.680677
"Progetto di Connessione provvisoria- Realizzazione Impianto di Produzione energia elettrica da fonte fotovoltaica (37 MWp) e ai sensi dell'Autorizzazione Unica ai sensi della DGR n. 3/25 del 2018 e dell'art. 12 del D. Lgs. n. 387/2003 per la costruzione e l'esercizio di un impianto di produzione di energia elettrica da fonte rinnovabile solare e relative opere e infrastrutture connesse di potenza 46.455 kW, da realizzarsi nei comuni di Uta e Assemini (CA) nella zona Industriale di Macchiaredd...",Cagliari Solar 2018 S.r.l.,Sardegna,CA,"UTA, ASSEMINI",Fotovoltaico,37.0,,mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11409,2026-04-26T15:20:04.702903
PROGETTO IMPIANTO FOTOVOLTAICO DENOMINATO BALCHINO,CALTAGIRONE SRL,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=852&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.233897
"IMPIANTO AGRO-FOTOVOLTAICO DENOMINATO “S&P 6” CON POTENZA DI PICCO 139.846,50 KWP E POTENZA NOMINALE 100.000,00 KW",S&P 6 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),139.8465,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1041&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.386162
Impianto FER agrivoltaico - Comune di San Severo (FG) - 22 MW,,Puglia,FG,San Severo,Puglia VIA FER - agrivoltaico,22.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.862761
Impianto FER agrivoltaico - Comune di Deliceto (FG) - 15.68 MW,,Puglia,FG,Deliceto,Puglia VIA FER - agrivoltaico,15.68,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.565486
"Determinazione n°G00408 del 20/01/2021 Escluso dal procedimento di Via con prescrizioni – Realizzazione impianto FV potenza 950,4 KWp in loc. Zona Industriale Mazzocchio",FELICE VAI SRL,Lazio,Latina,Pontinia,VERIFICA,0.9504,,lazio,https://regionelazio.box.com/v/VIA-107-2020,2026-04-26T15:17:39.683066
IMPIANTO FOTOVOLTAICO BUTERA BURGIO: PROCEDURA DI VIA (ART.23 - 27BIS),EF SOLARE ITALIA SPA,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1103&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.399394
Realizzazione Impianto di produzione di energia da fonte fotovoltaica - Potenza Nominale 20 MW loc. Mezzagnone Fosso del Sasso,QAIR ITALIA SRL,Lazio,Viterbo,Montalto di Castro,VIA,20.0,,lazio,https://regionelazio.app.box.com/v/VIA-057-2020,2026-04-26T15:17:39.685098
Impianto FER fotovoltaico - Comune di Galatina (LE) - 11.97 MW,,Puglia,LE,Galatina,Puglia VIA FER - fotovoltaico,11.97,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.581859
Impianto FER agrivoltaico - Comune di Brindisi (FG) - 30.15 MW,,Puglia,FG,Brindisi,Puglia VIA FER - agrivoltaico,30.15,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.583556
Impianto FER fotovoltaico - Comune di Statte (TA) - 18.043 MW,,Puglia,TA,Statte,Puglia VIA FER - fotovoltaico,18.043,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.619300
"Progetto di un impianto fotovoltaico di potenza di picco pari a 33.76 MW e relative opere di connessione alla RTN, da realizzarsi nei Comuni di Castellaneta e Ginosa (TA).",SCHEMA 21 S.R.L.,Puglia,TA,"CASTELLANETA, GINOSA",Valutazione Impatto Ambientale (PNIEC-PNRR),33.76,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11401,2026-04-26T15:20:04.704952
Impianto FER agrivoltaico - Comune di Foggia (FG) - 32.5 MW,,Puglia,FG,Foggia,Puglia VIA FER - agrivoltaico,32.5,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.505576
Impianto FER agrivoltaico - Comune di Nardò (LE) - 14.25 MW,,Puglia,LE,Nardò,Puglia VIA FER - agrivoltaico,14.25,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.507348
Impianto FER fotovoltaico - Comune di Mottola (TA) - 35.52 MW,,Puglia,TA,Mottola,Puglia VIA FER - fotovoltaico,35.52,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.562210
Impianto FER agrivoltaico - Comune di Spinazzola (BT) - 60.18 MW,,Puglia,BT,Spinazzola,Puglia VIA FER - agrivoltaico,60.18,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.566978
Impianto FER agrivoltaico - Comune di Castelluccio dei Sauri (FG) - 46.01 MW,,Puglia,FG,Castelluccio dei Sauri,Puglia VIA FER - agrivoltaico,46.01,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.578489
Impianto FER agrivoltaico - Comune di Brindisi (BR) - 11.96 MW,,Puglia,BR,Brindisi,Puglia VIA FER - agrivoltaico,11.96,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.580222
"Progetto di un impianto agrovoltaico, con contestuale utilizzo del terreno ad attività agricola di qualità, apicoltura ed attività sociali, della potenza elettrica di 44,51 MW DC e 36 MW AC, da realizzarsi nel comune di Lucera (FG), in località ""Vaccarella"", e delle relative opere connesse, ricadenti anche nel comune di Foggia (FG).",INE Vaccarella S.r.l.,Puglia,FG,"LUCERA, FOGGIA",Verifica di Ottemperanza (PNIEC-PNRR),44.51,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8182,2026-04-26T15:20:04.710332
Impianto FER fotovoltaico - Comune di Brindisi (BR) - 42.98 MW,,Puglia,BR,Brindisi,Puglia VIA FER - fotovoltaico,42.98,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.922203
"Progetto per la realizzazione di un impianto agro-fotovoltaico denominato ""FV_MENFI"", della potenza di 49,06605 MW sito in Località Genovese nel Comune di Menfi, provincia Agrigento.",GPE Menfi S.r.l.,Sicilia,AG,MENFI,Verifica di Ottemperanza (PNIEC-PNRR),49.06605,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8260,2026-04-26T15:20:04.715157
"Progetto per la realizzazione di un impianto agrovoltaico, denominato ""Corte San Marco"" di potenza pari a 49 MW, unito alle relative opere di connessione alla RTN, da realizzarsi nel Comune di Rovigo (RO).",Agrovoltaica S.r.l.,Veneto,RO,ROVIGO,Verifica di Ottemperanza (PNIEC-PNRR),49.0,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8815,2026-04-26T15:20:04.716597
"Progetto di un impianto agrivoltaico denominato ""Gravina"" della potenza di 19,09 MW e delle relative opere di connessione alla RTN, da realizzarsi nel comune di Gravina in Puglia",GRAVINA S.R.L.,Puglia,TA,GRAVINA IN PUGLIA,Agrivoltaico,19.09,,mase,https://va.mite.gov.it/it-IT/Oggetti/Info/9278,2026-04-26T15:20:04.717945
"Progetto per la realizzazione di un impianto agrivoltaico di potenza di picco pari a 73,31 MWp e potenza in immissione di 61,10 MW, denominato ""H125 C.da Mercato della Signa"" e relative opere di connessione alla RTN, ubicati nei Comuni di Petralia Sottana (PA), Castellana Sicula (PA) e Villalba (CL).",Shikun and Binui Energy Nerello S.r.l.,Sicilia,PA,PETRALIA SOTTANA,Valutazione Impatto Ambientale (PNIEC-PNRR),73.31,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11996,2026-04-26T15:20:04.725357
"Progetto di un impianto agrivoltaico denominato ""H165 - C.da Mattarello"" di potenza picco pari a 53,209 MW e relative opere di connessione alla RTN da realizzarsi nel Comune di Villalba (CL).",Shikun and Binui Energy Nero D'Avola S.r.l.,Sicilia,CL,VILLALBA,Valutazione Impatto Ambientale (PNIEC-PNRR),53.209,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11995,2026-04-26T15:20:04.726984
"Progetto di un impianto agrovoltaico, di potenza pari a 222,26 MW e delle relative opere di connessione alla RTN, da realizzarsi nei comuni di Caltagirone (CT), Licodia Eubea (CT) e Chiaromonte Gulfi (RG).",Siel Agrisolare S.r.l.,Sicilia,CT,CALTAGIRONE,Verifica di Ottemperanza (PNIEC-PNRR),222.26,Verifica di Ottemperanza (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/9151,2026-04-26T15:20:04.728908
Impianto FER agrivoltaico - Comune di Mesagne (BR) - 50 MW,,Puglia,BR,Mesagne,Puglia VIA FER - agrivoltaico,50.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.620855
Impianto FER agrivoltaico - Comune di Foggia (FG) - 103.314 MW,,Puglia,FG,Foggia,Puglia VIA FER - agrivoltaico,103.314,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.622380
Impianto FER agrivoltaico - Comune di Foggia (FG) - 76.77 MW,,Puglia,FG,Foggia,Puglia VIA FER - agrivoltaico,76.77,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.625456
Impianto FER agrivoltaico - Comune di Taranto (TA) - 21.97 MW,,Puglia,TA,Taranto,Puglia VIA FER - agrivoltaico,21.97,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.626913
"Progetto di un impianto agrivoltaico denominato ""FV-Camarda"" per la produzione di energia elettrica da fonte rinnovabile integrata alla produzione agricola, di potenza pari a 27,153 MWp e relative opere di connessione alla RTN da realizzarsi nei comuni di Brindisi (BR) e Mesagne (BR).",Evergreen Puglia S.r.l.,Puglia,BR,BRINDISI,Valutazione Impatto Ambientale (PNIEC-PNRR),27.153,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11978,2026-04-26T15:20:04.730521
Impianto FER agrivoltaico - Comune di Foggia (FG) - 33.868 MW,,Puglia,FG,Foggia,Puglia VIA FER - agrivoltaico,33.868,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.628567
"Progetto di un impianto agro-fotovoltaico denominato ""Green and Blue Nicosia"" di potenza pari a 28 MW e delle relative opere di connessione alla RTN, da realizzarsi nei Comuni di Nicosia (EN) e Castel di Lucio (ME).",ALTER SETTE S.R.L.,Sicilia,ME,NICOSIA,Valutazione Impatto Ambientale (PNIEC-PNRR),28.0,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11955,2026-04-26T15:20:04.732057
Impianto FER agrivoltaico - Comune di Salice Salentino (LE BR) - 42.334 MW,,Puglia,LE BR,Salice Salentino,Puglia VIA FER - agrivoltaico,42.334,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.630725
